#airframe_info, log_version="1.01", airframe_name="Cessna 172S", unit_software_part_number="006-B1177-69", unit_software_version="20.83", system_software_part_number="006-B2501-10", system_id="25BA2E6F4", mode=NORMAL, flightstream_header="25BA2E6F4_20000101_000000", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees,      ft,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,  AltInd, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2023/4/24, 08:31:46,  +08:00,  SNVOR,30.4704647,105.6122971,929.1,30.18,949.5,11.5,70.1,70.27,624.45,8.79,-6.15,0.06,0.02,124,126.9,28.2,28.2,0.3,0,19.32,23.14,15,135.47,76.71,2419.9,256.89,251.96,258.31,272.13,1273.97,1249.25,1233.92,1233.53,812.6,71, NAV1,125,111.6,111.6,129.75,128.5,4.697,       ,4.59,-19.7,0.2,-176.1,-2.7,       ,      ,       ,      ,      ,480.3, 3DDiff,3704,      ,42,136,79
2023/4/24, 08:31:47,  +08:00,  SNVOR,30.4702835,105.6126175,932.1,30.18,957.8,11.5,68.77,71.18,520.96,9.2,-5.64,0.02,0.05,122.9,125.7,28.2,28.2,0.3,0,19.24,23.26,14.94,135.51,75.88,2437,257.15,252.29,258.59,272.44,1278.24,1255.05,1239.21,1238.98,820.9,69, NAV1,125,111.6,111.6,129.75,128.5,5.179,       ,4.52,-21.1,0.2,-170.4,-2.7,       ,      ,       ,      ,      ,476.4, 3DDiff,3704,      ,42,136,79
2023/4/24, 08:31:48,  +08:00,  SNVOR,30.4701061,105.6129456,944.1,30.18,965.4,11.5,69.7,72.08,510.13,7.94,0.53,0,-0.02,120.9,124.9,28.2,28.2,0.3,0,19.32,23.26,15.14,135.54,76.65,2428,257.46,252.66,258.87,272.76,1282.42,1260.04,1242.99,1242.89,828.5,70, NAV1,125,111.6,111.6,129.75,128.5,5.707,       ,4.45,-22,0.2,-163.9,-2.7,       ,      ,       ,      ,      ,452.8, 3DDiff,3704,      ,42,136.5,79
2023/4/24, 08:31:49,  +08:00,  SNVOR,30.4699249,105.613266,957.1,30.18,972.6,11.5,73.17,72.95,622.17,8.02,1.8,0,0.12,120.2,124.7,28.2,28.2,0.3,0,19.24,23.47,15.06,135.56,76.66,2427.1,257.8,253.06,259.19,273.08,1286.83,1264.77,1246.13,1247.57,835.7,74, NAV1,125,111.6,111.6,129.75,128.5,6.264,       ,4.38,-22.6,0.2,-156.9,-2.7,       ,      ,       ,      ,      ,484.3, 3DDiff,3704,      ,42,136.5,79
2023/4/24, 08:31:50,  +08:00,  SNVOR,30.4697437,105.6136017,970.1,30.18,982.1,11.5,75.19,73.77,687.8,8.89,3.65,-0.03,0.11,120.8,124.9,28.2,28.2,0.3,0,19.09,23.71,15.19,135.58,76.61,2445.7,258.14,253.48,259.56,273.43,1289.78,1268.26,1248.7,1251.39,845.2,76, NAV1,125,111.6,111.6,129.75,128.5,6.881,       ,4.31,-22.5,0.2,-149.3,-2.7,       ,      ,       ,      ,      ,531.5, 3DDiff,3704,      ,42,137,79
2023/4/24, 08:31:51,  +08:00,  SNVOR,30.4695587,105.613945,978.1,30.18,993.1,11.5,75.44,74.24,654.79,9.23,1.45,0,-0.06,121.7,125.4,28.2,28.2,0.4,0,18.99,23.83,14.84,135.59,76.63,2432.1,258.53,253.94,259.96,273.8,1293.36,1271.33,1251.54,1255.09,856.3,76, NAV1,125,111.6,111.6,129.75,128.5,7.551,       ,4.22,-21.8,0.2,-141.4,-2.7,       ,      ,       ,      ,      ,696.9, 3DDiff,3704,      ,41,135.5,78
2023/4/24, 08:31:52,  +08:00,  SNVOR,30.469368,105.6142807,990.1,30.18,1005.6,11.5,74.72,74.68,653.17,8.76,0.38,-0.03,-0.05,120.9,125.7,28.2,28.2,0.3,0,19.01,23.75,15.15,135.6,76.35,2443.7,258.94,254.44,260.36,274.17,1296.41,1274.82,1253.86,1257.52,868.7,75, NAV1,125,111.6,111.6,129.75,128.5,8.262,       ,4.13,-20.5,0.2,-133.7,-2.7,       ,      ,       ,      ,      ,752, 3DDiff,3704,      ,42,135.5,79
2023/4/24, 08:31:53,  +08:00,  SNVOR,30.4691772,105.614624,1006.1,30.18,1016.8,11.5,75.21,75.21,731.62,8.99,4.06,-0.02,0.07,118.9,125.8,28.2,28.2,0.3,0,19.01,23.75,14.99,135.61,76.47,2423.4,259.39,254.96,260.82,274.58,1297.06,1276.99,1256.54,1260.52,879.9,76, NAV1,125,111.6,111.6,129.75,128.5,8.993,       ,4.05,-18.6,0.2,-126.3,-2.7,       ,      ,       ,      ,      ,704.7, 3DDiff,3704,      ,42,136,79
2023/4/24, 08:31:54,  +08:00,  SNVOR,30.4689884,105.6149597,1020.1,30.18,1029.8,11.5,76.75,75.56,805.74,9.13,-1.42,-0.01,0.04,119.2,125.6,28.2,28.2,0.3,0,19.06,23.58,15.1,135.61,76.26,2421.2,259.84,255.5,261.29,275.07,1298.27,1278.94,1259.28,1263.24,892.9,77, NAV1,125,111.6,111.6,129.75,128.5,8.236,       ,3.99,-16.2,0.2,-119.5,-2.7,       ,      ,       ,      ,      ,767.7, 3DDiff,3704,      ,42,136.5,79
2023/4/24, 08:31:55,  +08:00,  SNVOR,30.4688015,105.615303,1029.1,30.18,1043.9,11.5,77.53,75.75,735.33,10.13,1.43,0.02,0.02,119.5,125.3,28.2,28.2,0.3,0,18.96,23.5,14.93,135.61,76.28,2444.1,260.34,256.06,261.77,275.51,1300.26,1280.92,1261.15,1265.23,907.1,78, NAV1,125,111.6,111.6,129.75,128.5,7.512,       ,3.96,-13.1,0.2,-113.3,-2.7,       ,      ,       ,      ,      ,799.2, 3DDiff,3704,      ,42,136.5,79
