#airframe_info, log_version="1.00", airframe_name="Cessna 172R", unit_software_part_number="006-B0319-A3", unit_software_version="12.03", system_software_part_number="006-B0563-26", system_id="2D87A31FD", mode=NORMAL, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2022/10/28, 14:59:02,  +08:00,    MYG,31.4231358,104.7460785,1691,30.15,1709.8,14.8,40.13,40.68,-61.31,3.74,0.77,-0.02,0,325.9,324.6,27.8,27.8,1,-0.2,17.6,23.12,13.69,150.1,76.22,2125.8,291.12,272.25,301.46,291.71,1173.72,1181.91,1157.37,1173.69,1575.3,41, NAV1,324,110.7,114.8,128.3,129.2,-0.106,0.636,       ,      ,1,-43.6,-2.6,       ,      ,       ,      ,      ,17.5,     3D,1852,      ,       ,      ,       
2022/10/28, 14:59:03,  +08:00,    MYG,31.4233093,104.7459335,1692,30.15,1709.7,14.8,43.12,43.65,-25.23,3.96,0.71,0.02,-0.04,326.2,325.7,27.9,27.9,1.1,-0.2,17.36,23.07,13.87,150.16,75.89,2124.5,291.25,272.78,301.86,292.01,1175.21,1182.43,1157.97,1175.4,1575.2,44, NAV1,324,110.7,114.8,128.3,129.2,-0.082,1.217,0.99,-162.3,1,-43.7,-2.6,       ,      ,       ,      ,      ,16.3,     3D,1852,      ,       ,      ,       
2022/10/28, 14:59:04,  +08:00,    MYG,31.4234943,104.7457657,1693,30.15,1709.8,14.8,45.56,46.43,2.31,4,0.77,0.01,-0.05,326.1,325.7,27.9,27.9,1.1,-0.2,17.25,23.19,13.77,150.2,76.15,2123.4,291.39,273.35,302.35,292.35,1176.49,1183.35,1159.37,1176.81,1575.3,47, NAV1,324,110.7,114.8,128.3,129.2,0.087,1.589,0.96,-160,1,-43.9,-2.6,       ,      ,       ,      ,      ,20.6,     3D,1852,      ,       ,      ,       
2022/10/28, 14:59:05,  +08:00,    MYG,31.4236927,104.7455978,1693,30.15,1709.8,14.8,47.17,49.18,15.43,4.26,0.34,-0.05,0.02,325.5,326.3,27.9,27.9,1.1,-0.2,17.18,22.81,13.77,150.24,75.98,2124.9,291.51,273.92,302.83,292.7,1177.26,1184.81,1159.57,1178.56,1575.3,48, NAV1,324,110.7,114.8,128.3,129.2,-0.082,1.379,0.94,-158.3,1,-44,-2.6,       ,      ,       ,      ,      ,19.7,     3D,1852,      ,       ,      ,       
2022/10/28, 14:59:06,  +08:00,    MYG,31.4238968,104.7454224,1692,30.15,1709.6,14.8,49.89,51.82,14.54,4.36,0.69,-0.01,-0.05,325.2,325.6,27.9,27.8,1.1,-0.2,17.5,22.39,13.51,150.28,76.29,2125,291.65,274.51,303.37,293.06,1179.04,1186.37,1159.53,1180.31,1575.1,51, NAV1,324,110.7,114.8,128.3,129.2,0.024,1.589,0.93,-157.3,1,-44.2,-2.6,       ,      ,       ,      ,      ,16.2,     3D,1852,      ,       ,      ,       
2022/10/28, 14:59:07,  +08:00,    MYG,31.4241085,104.7452316,1691,30.15,1709.8,14.8,50.89,54.38,-20.95,5.36,0.44,-0.04,-0.01,325,324.7,27.8,27.8,1,-0.2,17.97,22.18,13.67,150.32,76.24,2129.8,291.81,275.12,303.88,293.45,1180.49,1187.82,1160.3,1182.32,1575.3,52, NAV1,324,110.7,114.8,128.3,129.2,-0.014,0.46,0.93,-156.7,1,-44.3,-2.6,       ,      ,       ,      ,      ,23.9,     3D,1852,      ,       ,      ,       
2022/10/28, 14:59:08,  +08:00,    MYG,31.4243355,104.7450256,1689,30.15,1710,14.8,53.25,56.84,-51.59,5.81,0.48,0.03,-0.05,325.5,324.1,27.8,27.8,1,-0.2,18.27,22.15,13.67,150.35,75.76,2127.5,292.02,275.74,304.45,293.85,1182.69,1188.65,1161.53,1184.19,1575.5,55, NAV1,324,110.7,114.8,128.3,129.2,-0.044,-0.23,0.94,-156.7,0.9,-44.5,-2.6,       ,      ,       ,      ,      ,27,     3D,1852,      ,       ,      ,       
2022/10/28, 14:59:09,  +08:00,    MYG,31.4245605,104.744812,1686,30.15,1710.2,14.8,53.77,59.17,-92.23,9.85,0.66,-0.06,0.08,325.6,324,27.9,27.8,1,-0.3,18.32,22.54,13.73,150.38,76.24,2130.3,292.18,276.37,305,294.23,1183.87,1189.41,1162.85,1185.83,1575.7,55, NAV1,324,110.7,114.8,128.3,129.2,-0.097,0.433,1.03,-158.1,0.9,-44.6,-2.6,       ,      ,       ,      ,      ,30.6,     3D,1852,      ,       ,      ,       
2022/10/28, 14:59:10,  +08:00,    MYG,31.4247932,104.7445984,1685,30.15,1710.2,14.8,53.44,61.39,-108.37,10.47,1.45,-0.02,0.03,326.2,324.4,27.9,27.9,1.1,-0.2,18.13,22.46,13.8,150.41,76,2131.6,292.35,277.01,305.48,294.66,1184.37,1190.6,1164.13,1187.44,1575.7,55, NAV1,324,110.7,114.8,128.3,129.2,-0.087,1.075,1.03,-158.1,0.9,-44.8,-2.6,       ,      ,       ,      ,      ,25,     3D,1852,      ,       ,      ,       
2022/10/28, 14:59:11,  +08:00,    MYG,31.4250317,104.7443771,1688,30.15,1712.4,14.8,56.33,63.34,-35.08,10.56,1.47,-0.02,-0.02,326.9,324,27.9,27.9,1.1,-0.2,18.35,22.4,13.82,150.43,76.56,2136.2,292.58,277.68,306,295.09,1184.51,1192.34,1165.16,1188.2,1577.9,58, NAV1,324,110.7,114.8,128.3,129.2,-0.024,0.5,1.11,-159.5,0.9,-45,-2.6,       ,      ,       ,      ,      ,72.8,     3D,1852,      ,       ,      ,       
