0.0,0.0,0.0,1.1,-1.24,0.01,0.01,187.8,190.4,2482.0,316.47,1285.5,./dataRaw/BaziDatasets/file1/6
-0.5646000000005813,-0.08389999999280917,-0.2999999999992724,1.64,-10.32,0.0,0.03,187.9,190.0,2485.6,316.54,1286.8,./dataRaw/BaziDatasets/file1/6
-1.1310999999984972,-0.16019999999627998,-0.3999999999996362,1.89,-21.05,0.02,0.04,185.0,188.5,2483.7,316.61,1286.65,./dataRaw/BaziDatasets/file1/6
-1.6975999999999658,-0.19069999999032916,-0.8999999999996362,2.69,-30.78,0.03,0.17,179.8,185.3,2483.0,316.68,1286.26,./dataRaw/BaziDatasets/file1/6
-2.264000000000266,-0.1677999999998292,0.0,3.07,-37.42,-0.01,0.26,173.0,180.2,2482.4,316.75,1287.07,./dataRaw/BaziDatasets/file1/6
-2.817199999999076,-0.06859999999164756,0.1000000000003638,2.96,-43.84,0.02,0.32,165.2,173.4,2482.2,316.82,1287.06,./dataRaw/BaziDatasets/file1/6
-3.353100000001774,0.1220999999986816,5.200000000000728,3.23,-45.27,0.0,0.49,154.7,165.6,2476.6,316.9,1287.22,./dataRaw/BaziDatasets/file1/6
-3.8491000000000497,0.40440000000785403,5.5,2.88,-44.84,-0.03,0.35,145.8,156.0,2476.1,316.95,1288.34,./dataRaw/BaziDatasets/file1/6
-4.293499999999284,0.778199999999174,5.400000000000546,2.58,-44.85,-0.01,0.42,136.3,147.0,2479.2,317.02,1289.36,./dataRaw/BaziDatasets/file1/6
-4.6615999999986,1.236000000005788,23.900000000000546,2.75,-46.13,0.01,0.39,127.6,137.4,2477.6,317.08,1289.7,./dataRaw/BaziDatasets/file1/6
-4.976299999999156,1.7394999999993388,12.400000000000546,2.5,-45.11,-0.02,0.37,118.2,128.0,2476.3,317.14,1289.25,./dataRaw/BaziDatasets/file1/6
-5.205199999998911,2.2888999999963744,7.200000000000728,2.01,-46.09,0.01,0.38,109.3,118.5,2480.0,317.21,1288.56,./dataRaw/BaziDatasets/file1/6
-5.37299999999874,2.868700000007607,-3.899999999999636,2.49,-46.49,0.01,0.46,99.9,109.1,2479.4,317.26,1288.8,./dataRaw/BaziDatasets/file1/6
-5.4301999999992745,3.4714000000093392,-6.899999999999636,2.18,-46.87,-0.02,0.44,89.9,98.9,2479.0,317.32,1289.03,./dataRaw/BaziDatasets/file1/6
-5.395899999999898,4.089399999998022,-11.199999999999818,2.49,-47.1,-0.01,0.54,80.0,88.6,2479.7,317.39,1289.05,./dataRaw/BaziDatasets/file1/6
-5.248999999999171,4.692099999999755,-24.5,2.68,-46.58,0.01,0.45,70.7,77.9,2478.4,317.43,1288.27,./dataRaw/BaziDatasets/file1/6
-5.023999999998807,5.241400000002727,-25.699999999999818,3.79,-46.55,-0.01,0.5,59.9,67.4,2477.4,317.49,1289.1,./dataRaw/BaziDatasets/file1/6
-4.7168999999982475,5.745000000004552,-25.599999999999454,4.21,-47.13,0.0,0.57,49.4,56.6,2477.2,317.55,1289.72,./dataRaw/BaziDatasets/file1/6
-4.329699999999548,6.164600000005294,-24.299999999999272,4.45,-48.08,0.0,0.52,39.0,45.7,2476.3,317.61,1289.74,./dataRaw/BaziDatasets/file1/6
-3.883399999999426,6.492700000009677,-21.299999999999272,4.48,-47.88,-0.02,0.5,28.6,34.8,2473.2,317.66,1289.81,./dataRaw/BaziDatasets/file1/6
-3.3874999999987665,6.721499999997604,-18.599999999999454,4.1,-46.57,-0.03,0.47,18.6,24.3,2475.6,317.71,1290.15,./dataRaw/BaziDatasets/file1/6
-2.863000000001392,6.851199999999835,-16.699999999999818,4.71,-46.37,-0.01,0.53,8.3,14.0,2476.2,317.76,1290.48,./dataRaw/BaziDatasets/file1/6
-2.3231999999993036,6.866500000000997,-13.899999999999636,4.75,-46.15,-0.01,0.43,358.8,3.7,2473.0,317.82,1288.9,./dataRaw/BaziDatasets/file1/6
-1.789099999999877,6.774899999996364,-9.799999999999272,3.85,-44.8,-0.03,0.32,350.2,354.0,2474.4,317.89,1288.87,./dataRaw/BaziDatasets/file1/6
-1.2664999999998372,6.584200000006035,-7.699999999999818,3.65,-45.57,0.0,0.37,341.0,345.2,2473.6,317.93,1289.03,./dataRaw/BaziDatasets/file1/6
-0.778199999999174,6.301899999996863,-7.699999999999818,3.11,-46.99,0.0,0.32,332.4,336.0,2475.0,317.99,1288.68,./dataRaw/BaziDatasets/file1/6
-0.3242999999990559,5.928100000005543,-10.699999999999818,2.1,-46.87,-0.02,0.38,322.7,327.2,2475.5,318.05,1288.48,./dataRaw/BaziDatasets/file1/6
0.0704999999996403,5.470299999998929,-15.099999999999454,2.03,-46.8,0.01,0.43,312.4,317.8,2474.6,318.1,1289.46,./dataRaw/BaziDatasets/file1/6
0.4023999999986927,4.936299999997118,-19.099999999999454,1.78,-46.53,-0.02,0.4,303.3,308.3,2477.9,318.16,1289.66,./dataRaw/BaziDatasets/file1/6
0.6580000000013797,4.341199999998935,-25.599999999999454,1.75,-46.18,-0.01,0.45,293.7,299.1,2479.8,318.2,1290.07,./dataRaw/BaziDatasets/file1/6
0.8297000000005994,3.70790000000909,-32.5,2.3,-46.07,0.01,0.5,283.9,289.8,2480.7,318.26,1289.41,./dataRaw/BaziDatasets/file1/6
0.9116999999996267,3.036500000007436,-38.099999999999454,2.22,-46.0,-0.02,0.42,274.5,280.4,2478.9,318.32,1289.45,./dataRaw/BaziDatasets/file1/6
0.8982999999993524,2.357500000002233,-44.099999999999454,2.35,-46.18,-0.01,0.45,264.8,271.2,2478.9,318.38,1290.22,./dataRaw/BaziDatasets/file1/6
0.7953000000000543,1.7014000000017404,-49.69999999999982,2.18,-46.03,0.0,0.41,255.3,262.2,2480.1,318.43,1290.64,./dataRaw/BaziDatasets/file1/6
0.6008000000008451,1.0529000000047972,-56.19999999999982,2.47,-46.04,-0.01,0.52,245.5,253.1,2479.9,318.49,1290.54,./dataRaw/BaziDatasets/file1/6
0.3203999999996654,0.4653999999959524,-59.399999999999636,2.5,-45.75,-0.01,0.48,236.0,243.9,2484.1,318.55,1289.68,./dataRaw/BaziDatasets/file1/6
-0.038199999998767,-0.07630000000347081,-61.29999999999927,3.02,-44.99,0.01,0.52,225.9,234.7,2482.0,318.6,1290.07,./dataRaw/BaziDatasets/file1/6
-0.4616000000012832,-0.5415999999911492,-61.79999999999927,3.28,-45.34,-0.02,0.48,216.3,225.5,2478.2,318.65,1291.0,./dataRaw/BaziDatasets/file1/6
-0.9422999999983972,-0.9079000000014048,-60.29999999999927,3.64,-44.17,-0.02,0.49,206.5,216.3,2478.5,318.71,1291.02,./dataRaw/BaziDatasets/file1/6
-1.4591000000017118,-1.182499999998754,-64.0,4.01,-42.85,0.01,0.38,197.8,207.1,2475.8,318.76,1291.83,./dataRaw/BaziDatasets/file1/6
-2.000800000001135,-1.3732999999973572,-58.599999999999454,2.85,-29.44,0.02,0.06,194.1,199.3,2474.6,318.82,1291.72,./dataRaw/BaziDatasets/file1/6
-2.552099999999058,-1.5181999999924756,-57.19999999999982,1.47,-8.12,-0.02,0.01,191.4,195.0,2478.2,318.88,1291.66,./dataRaw/BaziDatasets/file1/6
-3.105200000000252,-1.6402999999911572,-55.5,1.21,-0.75,0.09,-0.12,191.2,193.3,2481.2,318.94,1290.75,./dataRaw/BaziDatasets/file1/6
-3.6583000000014465,-1.7546999999922264,-53.599999999999454,1.7,-2.2,-0.05,-0.03,188.0,192.9,2481.0,318.99,1290.72,./dataRaw/BaziDatasets/file1/6
