#airframe_info, log_version="1.00", airframe_name="Cessna 172R", unit_software_part_number="006-B0319-BD", unit_software_version="13.11", system_software_part_number="006-B0563-35", system_id="27D9FE27E", mode=NORMAL, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2023/4/18, 12:34:22,  +08:00,  SNVOR,30.4712391,105.611084,897.9,29.74,910.3,26,57.38,59.73,-80.09,4.46,0.66,-0.08,0.01,306.1,307.5,28.1,28.1,0.6,0,22.11,23.14,15.12,186.14,74.63,2432.6,294.42,296.61,306.06,324.72,1155.87,1194.57,1169.46,1196.18,773.5,60, NAV1,305,111.6,111.6,129.75,128.5,-4.705,       ,2.73,-155,0.2,167.9,-2.7,       ,      ,       ,      ,      ,0, 3DDiff,3704,      ,42,60,60
2023/4/18, 12:34:23,  +08:00,  SNVOR,30.4714031,105.6108093,890.9,29.74,910.4,26,59.11,62.13,-212.58,7.02,1.01,0.02,0.01,305.5,307.4,28.1,28.1,0.6,0,22.45,23.31,14.87,186.32,74.12,2437.4,294.38,296.42,305.98,324.58,1175.74,1209.08,1183.6,1208.69,773.6,61, NAV1,305,111.6,111.6,129.75,128.5,-4.397,       ,2.63,-155.4,0.2,165.2,-2.7,       ,      ,       ,      ,      ,11.8, 3DDiff,3704,      ,42,60.5,61
2023/4/18, 12:34:24,  +08:00,  SNVOR,30.4715786,105.610527,889.9,29.74,912.2,26,59.52,64.28,-231.63,8.28,2.44,-0.03,-0.02,304.1,307.6,28.1,28.1,0.6,0,22.45,23.45,14.96,186.46,74.07,2439,294.39,296.31,305.96,324.5,1191.53,1221.08,1195.03,1218.34,775.4,62, NAV1,305,111.6,111.6,129.75,128.5,-4.168,       ,2.55,-155.9,0.3,162.8,-2.7,       ,      ,       ,      ,      ,70.9, 3DDiff,3704,      ,42,60.5,61
2023/4/18, 12:34:25,  +08:00,  SNVOR,30.471756,105.6102371,897.9,29.74,917.4,26,61.05,65.95,-11.24,9.68,1.69,-0.01,0.05,303.8,307.9,28.1,28.1,0.6,0,22.66,23.45,14.87,186.62,74.34,2446.3,294.46,296.23,305.99,324.47,1205.17,1230.83,1205.41,1228.7,780.5,63, NAV1,305,111.6,111.6,129.75,128.5,-3.947,       ,2.48,-156.5,0.3,160.6,-2.7,       ,      ,       ,      ,      ,200.8, 3DDiff,3704,      ,42,60.5,60
2023/4/18, 12:34:26,  +08:00,  SNVOR,30.4719334,105.6099472,905.9,29.74,922.1,26,63.66,67.18,210.51,9.46,-1.23,-0.02,0.02,303.3,308.1,28.2,28.1,0.6,0,22.72,23.66,15.12,186.73,73.94,2451.3,294.6,296.2,306.08,324.46,1216.94,1239.25,1213.64,1235.06,785.3,66, NAV1,305,111.6,111.6,129.75,128.5,-3.731,       ,2.44,-157.2,0.3,158.6,-2.7,       ,      ,       ,      ,      ,354.3, 3DDiff,3704,      ,42,60,60
2023/4/18, 12:34:27,  +08:00,  SNVOR,30.4721146,105.609642,916.9,29.74,929.2,26,65.36,68.09,402.12,10.22,-2.46,-0.01,0.06,302.3,307.5,28.1,28.1,0.6,0,22.82,23.89,15.11,186.85,73.93,2456.7,294.77,296.22,306.21,324.5,1226.59,1246.27,1219.93,1241.91,792.4,68, NAV1,305,111.6,111.6,129.75,128.5,-3.511,       ,2.44,-157.9,0.3,156.7,-2.7,       ,      ,       ,      ,      ,413.4, 3DDiff,3704,      ,42,60,61
2023/4/18, 12:34:28,  +08:00,  SNVOR,30.4722919,105.6093369,925.9,29.74,935.2,26,66.18,68.85,496.61,9.94,0.38,-0.03,0.08,301.1,306.6,28.1,28.1,0.6,0,23.14,24,15.01,186.95,74.07,2452.1,295.01,296.24,306.38,324.56,1234.93,1252.43,1225.7,1247.69,798.4,69, NAV1,305,111.6,111.6,129.75,128.5,-3.307,       ,2.46,-158.4,0.3,155.1,-2.7,       ,      ,       ,      ,      ,472.4, 3DDiff,3704,      ,43,61,62
2023/4/18, 12:34:29,  +08:00,  SNVOR,30.4724693,105.609024,937.9,29.74,944.2,26,66.96,69.59,572.11,9.57,1.05,-0.03,-0.07,300.2,305.9,28.1,28.1,0.6,0,23.14,24,14.85,187.02,74.07,2465.4,295.28,296.34,306.6,324.67,1241.85,1258.28,1231.18,1253.05,807.4,70, NAV1,305,111.6,111.6,129.75,128.5,-3.124,       ,2.52,-158.5,0.3,153.5,-2.7,       ,      ,       ,      ,      ,531.5, 3DDiff,3704,      ,43,61.5,62
2023/4/18, 12:34:30,  +08:00,  SNVOR,30.4726467,105.6087036,947.9,29.74,951.5,26,68.89,70.23,603.37,9.21,3.58,-0.02,-0.05,300.4,305.6,28.1,28.1,0.6,0,23.41,24,14.95,187.09,73.77,2443.5,295.58,296.48,306.85,324.79,1247.19,1263.1,1236.16,1257.08,814.7,72, NAV1,305,111.6,111.6,129.75,128.5,-2.941,       ,2.6,-158.3,0.4,152,-2.7,       ,      ,       ,      ,      ,468.5, 3DDiff,3704,      ,43,61.5,62
2023/4/18, 12:34:31,  +08:00,  SNVOR,30.4728241,105.6083832,954.9,29.74,957.9,26,69.41,70.87,573.85,9.31,1.77,-0.02,-0.06,300.9,305.6,28.1,28.1,0.6,0,23.5,24,15.1,187.16,73.54,2464.2,295.93,296.64,307.12,324.95,1252.24,1267.04,1239.82,1261.86,821,72, NAV1,305,111.6,111.6,129.75,128.5,-2.784,       ,2.71,-157.8,0.4,150.7,-2.7,       ,      ,       ,      ,      ,456.7, 3DDiff,3704,      ,43,61.5,62
