#airframe_info, log_version="1.00", airframe_name="Cessna 172R", unit_software_part_number="006-B0319-A3", unit_software_version="12.03", system_software_part_number="006-B0563-26", system_id="2D87A31FD", mode=NORMAL, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2022/10/23, 10:54:23,  +08:00,    MYG,31.4286213,104.7410355,1719.3,30.27,1712.3,21.5,64.94,70.85,286.23,9.96,3.26,-0.03,-0.06,323.2,323,27.9,27.8,1.1,-0.2,17.74,19.55,14.64,166.16,75.36,2217.4,260.48,260.19,277.8,280.61,1173.07,1181.49,1146.35,1171.56,1577.7,67, NAV1,324,110.7,114.8,128.3,129.2,0.034,-0.23,7.64,125.4,0.6,-49,-2.6,       ,      ,       ,      ,      ,282.3,     3D,1852,      ,       ,      ,       
2022/10/23, 10:54:24,  +08:00,    MYG,31.4288769,104.7407837,1730.3,30.27,1724,21.5,65.52,71.56,448.4,8.1,2.04,-0.01,-0.01,323.8,322.3,27.9,27.9,1.1,-0.2,17.86,19.2,14.52,166.16,75.35,2217.1,260.18,260.2,277.83,280.54,1175.44,1184.64,1149.07,1174.99,1589.4,68, NAV1,324,110.7,114.8,128.3,129.2,0.034,-0.73,7.45,125.4,0.6,-49.3,-2.6,       ,      ,       ,      ,      ,467.9,     3D,1852,      ,       ,      ,       
2022/10/23, 10:54:25,  +08:00,    MYG,31.4291401,104.7405319,1735.3,30.27,1732.1,21.5,66.35,72.09,453.53,8.06,1.33,-0.02,0.04,324,323,27.9,27.9,1.1,-0.2,18.04,19.44,14.68,166.16,75.03,2218.7,260.22,260.56,278.2,280.67,1177.79,1186.44,1150.71,1177.33,1597.5,69, NAV1,324,110.7,114.8,128.3,129.2,0.053,-1.048,7.25,125.5,0.6,-49.8,-2.6,       ,      ,       ,      ,      ,466.7,     3D,1852,      ,       ,      ,       
2022/10/23, 10:54:26,  +08:00,    MYG,31.4294052,104.7402725,1740.3,30.27,1734.8,21.5,67.67,73.03,404.86,7.43,1.44,-0.07,-0.13,323.1,323.3,27.9,27.9,1.2,-0.2,17.83,19.63,14.6,166.16,75.3,2219.8,260.82,261.51,279.16,281.42,1179.6,1188.42,1152.9,1179.73,1600.5,70, NAV1,324,110.7,114.8,128.3,129.2,0.087,-1.129,7.04,125.5,0.6,-50.3,-2.6,       ,      ,       ,      ,      ,334.1,     3D,1852,      ,       ,      ,       
2022/10/23, 10:54:27,  +08:00,    MYG,31.4296856,104.7400131,1746.3,30.27,1737.6,21.5,69.19,74.17,378.91,7.33,2.3,-0.09,-0.07,322.7,323.5,27.9,27.9,1.1,-0.2,17.61,19.61,14.64,166.15,75.09,2226.5,261.39,262.33,280.01,282.09,1181.97,1191.03,1156.41,1182.82,1603.3,72, NAV1,324,110.7,114.8,128.3,129.2,0.097,-0.23,6.83,125.6,0.5,-50.8,-2.6,       ,      ,       ,      ,      ,267.2,     3D,1852,      ,       ,      ,       
2022/10/23, 10:54:28,  +08:00,    MYG,31.4299526,104.7397537,1750.3,30.27,1741.6,21.5,69.82,75.21,341.81,7.01,1.7,0.01,-0.01,323.6,323.1,27.9,27.9,1.2,-0.2,17.71,19.35,14.6,166.14,75.51,2226.7,261.04,262.43,280.08,281.9,1184.11,1191.83,1158.26,1184.89,1607.2,72, NAV1,324,110.7,114.8,128.3,129.2,0.106,-0.25,6.62,125.9,0.5,-51.4,-2.6,       ,      ,       ,      ,      ,253.9,     3D,1852,      ,       ,      ,       
2022/10/23, 10:54:29,  +08:00,    MYG,31.4302292,104.7394867,1754.3,30.27,1745.2,21.5,71.11,76.23,275.71,8.03,0.44,-0.02,0.06,323.9,323.1,27.9,27.9,1.2,-0.2,17.79,19.6,14.64,166.12,74.94,2230.3,260.81,262.56,280.2,281.78,1185.57,1193.35,1159.98,1187.01,1610.8,74, NAV1,324,110.7,114.8,128.3,129.2,0.136,-0.02,6.4,126.3,0.5,-52,-2.6,       ,      ,       ,      ,      ,234.9,     3D,1852,      ,       ,      ,       
2022/10/23, 10:54:30,  +08:00,    MYG,31.4305019,104.7392273,1759.3,30.27,1751.2,21.5,72.5,77.34,283.65,8.02,-0.55,-0.01,0.05,323.7,323.4,27.9,27.9,1.2,-0.2,17.67,19.61,14.45,166.1,75.46,2238.3,260.9,262.98,280.64,281.99,1187.38,1195.67,1161.78,1189.38,1616.8,75, NAV1,324,110.7,114.8,128.3,129.2,0.165,0.034,6.18,126.7,0.5,-52.7,-2.6,       ,      ,       ,      ,      ,305.2,     3D,1852,      ,       ,      ,       
2022/10/23, 10:54:31,  +08:00,    MYG,31.4307957,104.738945,1766.3,30.27,1757.7,21.5,72.96,78.12,308.06,8.03,-0.08,-0.06,0.03,322.3,323.1,27.9,27.9,1.2,-0.2,17.54,19.9,14.51,166.07,75.2,2235.8,261.1,263.54,281.21,282.35,1189.52,1197.5,1164.16,1190.86,1623.3,76, NAV1,324,110.7,114.8,128.3,129.2,0.174,-0.149,5.74,127.4,0.5,-53.4,-2.6,       ,      ,       ,      ,      ,346.9,     3D,1852,      ,       ,      ,       
2022/10/23, 10:54:32,  +08:00,    MYG,31.4310799,104.7386703,1778.3,30.27,1767.9,21.5,74.6,78.69,452.77,8.1,4.57,-0.04,0.01,322.9,322.8,27.9,27.9,1.1,-0.2,17.34,19.56,14.52,166.04,74.34,2238.4,261.9,264.73,282.35,283.41,1191.85,1199.32,1166.4,1193.15,1633.6,77, NAV1,324,110.7,114.8,128.3,129.2,0.218,0.216,5.74,127.4,0.4,-54.3,-2.6,       ,      ,       ,      ,      ,465.8,     3D,1852,      ,       ,      ,       
