#airframe_info, log_version="1.01", airframe_name="Cessna 172S", unit_software_part_number="006-B1177-69", unit_software_version="20.83", system_software_part_number="006-B2501-10", system_id="25BA2E6F4", mode=NORMAL, flightstream_header="25BA2E6F4_20000101_000000", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees,      ft,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,  AltInd, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2023/4/24, 10:50:24,  +08:00,       ,30.4711723,105.6110611,919.2,30.21,937.2,13.8,63.99,69.24,77.71,10.92,0.26,0.04,0.09,125.5,127.7,28.1,28.1,0.9,0,24,24,14.5,133.95,76.61,2354.8,293.91,312.03,294.65,327.33,1341.05,1327.4,1300.95,1329.16,800.3,65, NAV1,125,111.6,111.6,129.75,128.5,3.394,       ,9.4,-50.2,       ,       ,-2.7,       ,      ,       ,      ,      ,641.7, 3DDiff,3704,      ,65,89.5,88
2023/4/24, 10:50:25,  +08:00,       ,30.4709835,105.6113663,938.2,30.21,948.4,13.8,63.95,69.03,340.41,9.87,0.71,0.01,-0.12,123.7,128.2,28.1,28.1,0.9,0.1,24,24,15.04,133.97,76.31,2387.2,294.66,312.8,295.36,328.01,1340.1,1326.7,1297.27,1328.65,811.5,65, NAV1,125,111.6,111.6,129.75,128.5,3.617,       ,9.3,-49.7,       ,       ,-2.7,       ,      ,       ,      ,      ,803.1, 3DDiff,3704,      ,64,89.5,86
2023/4/24, 10:50:26,  +08:00,       ,30.4707985,105.6116638,956.2,30.21,959.3,13.8,64.64,69.03,705.58,9.62,-0.36,0.03,-0.04,124.8,128.2,28.1,28.1,0.9,0.1,24,24,15.04,133.98,75.66,2399.2,295.42,313.66,296.27,328.83,1332.27,1319.78,1290.95,1320.95,822.4,65, NAV1,125,111.6,111.6,129.75,128.5,3.931,       ,9.17,-49,       ,       ,-2.7,       ,      ,       ,      ,      ,677.2, 3DDiff,3704,      ,64,89.5,87
2023/4/24, 10:50:27,  +08:00,       ,30.4706116,105.611969,964.2,30.21,968.6,13.8,64.59,69.24,720.45,9.35,-0.65,-0.01,-0.11,124.5,128.4,28.1,28.1,0.9,0,24,24,15.06,134,75.9,2394.6,296.19,314.45,297.1,329.59,1324.25,1314.09,1284.85,1314.47,831.8,65, NAV1,125,111.6,111.6,129.75,128.5,4.288,       ,9.03,-48.1,       ,       ,-2.7,       ,      ,       ,      ,      ,582.7, 3DDiff,3704,      ,64,89.5,87
2023/4/24, 10:50:28,  +08:00,       ,30.4704227,105.6122742,977.2,30.21,978.2,13.8,64.81,69.4,729.65,10.79,-2.43,0,0.05,123.6,128.1,28.1,28.1,0.9,0,24,24,15.04,134.01,76.33,2409.2,296.95,315.24,297.93,330.36,1318.7,1309.71,1280.17,1308.91,841.3,66, NAV1,125,111.6,111.6,129.75,128.5,4.66,       ,8.86,-47.1,       ,       ,-2.7,       ,      ,       ,      ,      ,586.6, 3DDiff,3704,      ,65,90,87
2023/4/24, 10:50:29,  +08:00,       ,30.4702435,105.6125717,985.2,30.21,990.7,13.8,62.9,69.1,643.96,13.37,1.34,0.02,0.19,122.9,127.8,28.1,28.1,0.9,0.1,24,24,14.98,134.02,74.71,2401.8,297.73,316.04,298.76,331.12,1314.66,1307.04,1276.84,1304.64,853.8,64, NAV1,125,111.6,111.6,129.75,128.5,5.123,       ,8.7,-46,       ,       ,-2.7,       ,      ,       ,      ,      ,752, 3DDiff,3704,      ,65,89.5,87
2023/4/24, 10:50:30,  +08:00,       ,30.4700584,105.6128693,1000.2,30.21,1008.7,13.8,64.16,67.96,673.02,15.14,1.41,-0.05,0.11,121.3,128.1,28.1,28.1,0.9,0.1,24,24,14.97,134.04,75.81,2408.1,298.5,316.73,299.52,331.8,1311.34,1305.91,1273.6,1301.77,871.8,65, NAV1,125,111.6,111.6,129.75,128.5,5.622,       ,8.53,-44.7,       ,       ,-2.7,       ,      ,       ,      ,      ,1031.5, 3DDiff,3704,      ,65,89,88
2023/4/24, 10:50:31,  +08:00,       ,30.4698811,105.6131516,1023.2,30.21,1030.7,13.8,62.7,66.71,915.32,11.77,0.47,0.03,-0.23,121.7,128.3,28.1,28.1,0.9,0.1,24,24,14.98,134.05,75.85,2402.3,299.28,317.6,300.44,332.62,1308.21,1304.28,1271.03,1298.83,893.9,63, NAV1,125,111.6,111.6,129.75,128.5,6.14,       ,8.36,-43.1,       ,       ,-2.7,       ,      ,       ,      ,      ,1126, 3DDiff,3704,      ,64,89,88
2023/4/24, 10:50:32,  +08:00,       ,30.4696999,105.6134491,1039.2,30.21,1045,13.8,59.82,66.48,1005.81,12.58,-2.05,-0.01,-0.03,120.4,128.2,28.1,28.1,0.9,0,24,24,14.99,134.07,75.2,2383.9,300.05,318.38,301.28,333.34,1305.38,1302.43,1267.58,1296.84,908.1,61, NAV1,125,111.6,111.6,129.75,128.5,6.717,       ,8.2,-41.3,       ,       ,-2.7,       ,      ,       ,      ,      ,909.4, 3DDiff,3704,      ,64,89.5,87
2023/4/24, 10:50:33,  +08:00,       ,30.4695225,105.6137314,1055.2,30.21,1059.2,13.8,62.17,66.17,985.92,12.15,0.76,-0.03,-0.11,118.4,128,28.1,28.1,0.9,0,24,24,14.92,134.08,75.77,2395.8,300.83,319.07,302.1,334.08,1303.91,1301.1,1265.31,1295.51,922.3,63, NAV1,125,111.6,111.6,129.75,128.5,7.342,       ,8.07,-39.2,       ,       ,-2.7,       ,      ,       ,      ,      ,850.4, 3DDiff,3704,      ,64,89.5,87
