#airframe_info, log_version="1.01", airframe_name="Cessna 172S", unit_software_part_number="006-B1177-69", unit_software_version="20.83", system_software_part_number="006-B2501-10", system_id="25BA2E6F4", mode=NORMAL, flightstream_header="25BA2E6F4_20000101_000000", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees,      ft,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,  AltInd, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2023/4/23, 11:57:56,  +08:00,  SNVOR,30.4709187,105.6115417,913.2,30.03,921.3,12.8,56.96,63.64,-9.51,5.83,-2.29,0.03,-0.06,310.1,304.2,28,28,0.5,0,23.96,24,14.81,148.68,76.75,2361,309.72,301.4,317.55,320.14,1263.7,1265.65,1250.18,1269.2,784.5,58, NAV1,125,111.6,111.6,129.75,128.5,5.273,       ,4.5,104.5,0.2,172.8,-2.7,       ,      ,       ,      ,      ,200.8, 3DDiff,3704,      ,38,48.5,53
2023/4/23, 11:57:57,  +08:00,  SNVOR,30.4710751,105.6112442,917.2,30.03,923.7,12.8,59.7,65.27,64.66,7.14,-1.46,0.02,0.09,308.3,304.2,28,28,0.5,0,23.94,24,14.69,148.68,77.19,2364.1,310.27,301.99,318.02,320.64,1266.15,1268.61,1252.23,1270.48,786.8,60, NAV1,125,111.6,111.6,129.75,128.5,4.883,       ,4.74,103.9,0.2,169.3,-2.7,       ,      ,       ,      ,      ,212.6, 3DDiff,3704,      ,38,48.5,53
2023/4/23, 11:57:58,  +08:00,  SNVOR,30.4712334,105.610939,924.2,30.03,930.6,12.8,62.13,66.27,207.67,9.34,-2.52,0,0.13,306.8,303.7,28,28,0.5,0,23.94,24,14.61,148.67,77.06,2374.3,310.76,302.59,318.5,321.15,1268.53,1272.5,1254.71,1271.98,793.8,63, NAV1,125,111.6,111.6,129.75,128.5,4.517,       ,4.96,103.2,0.2,166,-2.7,       ,      ,       ,      ,      ,405.5, 3DDiff,3704,      ,38,48.5,52
2023/4/23, 11:57:59,  +08:00,  SNVOR,30.4713898,105.6106339,937.2,30.03,942.7,12.8,64.77,66.44,394.39,9.76,0.46,0.01,0.12,307.1,303.1,28,28,0.5,0,23.89,24,14.43,148.66,76.84,2396.1,311.23,303.21,318.96,321.67,1270.83,1272.85,1256.77,1273.06,805.9,65, NAV1,125,111.6,111.6,129.75,128.5,4.262,       ,5.14,102.3,0.2,163.1,-2.7,       ,      ,       ,      ,      ,673.2, 3DDiff,3704,      ,38,48,52
2023/4/23, 11:58:00,  +08:00,  SNVOR,30.4715443,105.6103287,950.2,30.03,958.1,12.5,67.88,65.99,577.14,10.6,-0.29,-0.01,-0.25,309.2,303.1,28,28,0.6,0,23.89,24,14.61,148.65,77.34,2410.3,311.75,303.83,319.44,322.18,1273.56,1276.81,1258.79,1274.19,821.3,69, NAV1,125,111.6,111.6,129.75,128.5,3.946,       ,5.28,101.2,0.3,160.5,-2.7,       ,      ,       ,      ,      ,897.6, 3DDiff,3704,      ,38,48,53
2023/4/23, 11:58:01,  +08:00,  SNVOR,30.4716969,105.6100235,962.2,30.03,973,12.5,66.06,65.25,688.64,11.02,0.07,0.06,0.04,311.3,303.3,28,28,0.6,0,23.89,24,14.49,148.64,77.1,2396.8,312.26,304.47,319.93,322.72,1276.74,1280.11,1262.53,1276.19,836.1,67, NAV1,125,111.6,111.6,129.75,128.5,3.711,       ,5.35,99.7,0.3,158.2,-2.7,       ,      ,       ,      ,      ,889.8, 3DDiff,3704,      ,38,48,53
2023/4/23, 11:58:02,  +08:00,  SNVOR,30.4718552,105.6097336,978.2,30.03,988.8,12.5,66.08,64.44,758.1,11.47,2.26,0.01,0.03,311.2,303.7,28,28,0.5,0,23.89,24,14.73,148.62,77.23,2395,312.78,305.12,320.4,323.25,1279.89,1283.22,1265.64,1278.44,851.9,67, NAV1,125,111.6,111.6,129.75,128.5,3.48,       ,5.4,97.6,0.3,156.3,-2.7,       ,      ,       ,      ,      ,948.8, 3DDiff,3704,      ,38,48.5,53
2023/4/23, 11:58:03,  +08:00,  SNVOR,30.4720078,105.609436,996.2,30.03,1006,12.5,63.79,63.66,893.9,10.59,1.83,0,-0.11,312.3,304.4,28,28,0.5,0,23.85,24,14.57,148.6,77.11,2396.1,313.37,305.77,320.89,323.78,1281.41,1285.91,1268.32,1280.32,869.2,65, NAV1,125,111.6,111.6,129.75,128.5,3.262,       ,5.42,95.1,0.3,154.5,-2.7,       ,      ,       ,      ,      ,956.7, 3DDiff,3704,      ,38,48.5,53
2023/4/23, 11:58:04,  +08:00,  SNVOR,30.4721661,105.6091537,1008.2,30.03,1020.9,12.5,64.78,62.86,903.56,11.9,1.52,0.03,0.03,314.2,305.2,28,28,0.5,0,23.75,24,14.62,148.58,77.11,2377.3,313.91,306.43,321.38,324.31,1283.43,1287.67,1269.05,1280.79,884.1,66, NAV1,125,111.6,111.6,129.75,128.5,3.064,       ,5.42,92.1,0.3,153,-2.7,       ,      ,       ,      ,      ,925.2, 3DDiff,3704,      ,38,48.5,52
2023/4/23, 11:58:05,  +08:00,  SNVOR,30.4723225,105.6088867,1019.2,30.03,1038.7,12.5,62.44,61.7,783.22,12.25,1.29,0.02,0.03,312.8,306.3,28,28,0.6,0.1,23.6,24,14.73,148.57,76.71,2382.8,314.45,307.08,321.86,324.85,1285.25,1289.4,1270.23,1281.22,901.8,63, NAV1,125,111.6,111.6,129.75,128.5,2.887,       ,5.43,88.8,0.3,151.7,-2.7,       ,      ,       ,      ,      ,1078.7, 3DDiff,3704,      ,38,48,52
2023/4/23, 11:58:06,  +08:00,  SNVOR,30.4724827,105.6086121,1045.2,30.03,1057.3,12.5,63.84,60.78,968.96,10.02,1.29,-0.06,-0.12,310.5,307,28,28,0.5,0,23.52,24,14.65,148.55,77.05,2392.3,314.94,307.75,322.35,325.38,1285.51,1290.46,1271.05,1281.53,920.5,65, NAV1,125,111.6,111.6,129.75,128.5,2.73,       ,5.42,85.3,0.4,150.5,-2.7,       ,      ,       ,      ,      ,1114.2, 3DDiff,3704,      ,38,48,53
2023/4/23, 11:58:07,  +08:00,  SNVOR,30.4726391,105.608345,1072.2,30.03,1071.9,12.5,66.35,60.34,1268.28,10.78,3.69,0.03,-0.01,314.5,307,28,28,0.5,0,23.33,24,14.57,148.53,76.48,2386.4,315.55,308.42,322.82,325.92,1285.5,1290.33,1271.32,1282.16,935,67, NAV1,125,111.6,111.6,129.75,128.5,2.59,       ,5.4,81.6,0.4,149.5,-2.7,       ,      ,       ,      ,      ,897.6, 3DDiff,3704,      ,38,48,54
2023/4/23, 11:58:08,  +08:00,  SNVOR,30.4727974,105.6080856,1077.2,30.03,1086.2,12.5,62.68,59.93,1076.89,11.12,0.76,0.08,-0.03,320.3,307.7,28,28,0.6,0,23.33,24,14.66,148.52,75.8,2380.2,316.1,309.09,323.28,326.46,1285.3,1290.67,1272.57,1282.71,949.4,64, NAV1,125,111.6,111.6,129.75,128.5,2.467,       ,5.37,77.5,0.4,148.5,-2.7,       ,      ,       ,      ,      ,850.4, 3DDiff,3704,      ,38,48,54
2023/4/23, 11:58:09,  +08:00,  SNVOR,30.4729614,105.6078262,1082.2,30.03,1101.7,12.5,61.51,59.17,704.43,11.65,0.46,-0.03,0.06,317.3,308.9,28,28,0.5,0,23.08,24,14.62,148.51,76.36,2377.9,316.58,309.76,323.75,327,1286.64,1292.03,1273.06,1283.78,964.9,62, NAV1,125,111.6,111.6,129.75,128.5,2.36,       ,5.39,73,0.4,147.8,-2.7,       ,      ,       ,      ,      ,917.3, 3DDiff,3704,      ,38,48,54
2023/4/23, 11:58:10,  +08:00,  SNVOR,30.4731216,105.6075745,1110.2,30.03,1118.7,12.5,60.94,58.55,909.86,10.82,0.96,-0.07,0.03,313.3,309.3,28,28,0.5,0,22.91,24,14.59,148.49,75.65,2387.4,317.14,310.41,324.21,327.52,1287.32,1291.95,1274.32,1284.62,981.9,62, NAV1,125,111.6,111.6,129.75,128.5,2.266,       ,5.43,68.6,0.4,147,-2.7,       ,      ,       ,      ,      ,1015.7, 3DDiff,3704,      ,38,48,53
