#airframe_info, log_version="1.01", airframe_name="Cessna 172S", unit_software_part_number="006-B1177-69", unit_software_version="20.83", system_software_part_number="006-B2501-10", system_id="25BA2E6F4", mode=NORMAL, flightstream_header="25BA2E6F4_20000101_000000", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees,      ft,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,  AltInd, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2023/4/24, 07:56:46,  +08:00,  SNVOR,30.4709225,105.6115417,896.1,30.18,910.2,11.8,58.01,62.32,-82.57,3.98,0.3,0.04,-0.08,127.2,126.9,28.1,28.1,2.3,0,21.59,21.59,14.75,156.57,76.18,2408,279.56,272.57,285.71,311.1,1209.1,1237.42,1249.73,1234.55,773.4,58, NAV1,125,111.6,111.6,129.75,128.5,3.856,       ,5.03,-58.9,0.2,172.8,-2.7,       ,      ,       ,      ,      ,-7.9, 3DDiff,3704,      ,39,59.5,48
2023/4/24, 07:56:47,  +08:00,  SNVOR,30.4707508,105.6118317,890.1,30.18,910.1,11.8,60.37,64.85,-176.55,8.78,0.34,0.02,0.2,127.1,127.2,28.1,28.1,2.2,0,21.82,21.74,14.62,156.61,75.95,2421.4,279.68,272.65,285.98,311.17,1216.2,1248.55,1260.27,1241.5,773.2,61, NAV1,125,111.6,111.6,129.75,128.5,4.164,       ,5.02,-58.8,0.2,176.7,-2.7,       ,      ,       ,      ,      ,27.6, 3DDiff,3704,      ,39,59,48
2023/4/24, 07:56:48,  +08:00,  SNVOR,30.4705734,105.6121292,891.1,30.18,916.8,11.8,60.21,66.75,-184.75,10.13,-0.3,0,0.06,126.3,127.4,28.1,28,2.1,0,21.94,22,14.8,156.65,74.88,2422.6,279.86,272.78,286.3,311.27,1223.19,1257.51,1269.72,1250.31,780,61, NAV1,125,111.6,111.6,129.75,128.5,4.486,       ,5,-58.7,0.2,-178.9,-2.7,       ,      ,       ,      ,      ,279.5, 3DDiff,3704,      ,38,58.5,47
2023/4/24, 07:56:49,  +08:00,  SNVOR,30.4703922,105.6124268,904.1,30.18,923.4,11.8,60.82,67.96,135.21,8.65,-3.72,0.02,-0.07,125.4,127.5,28.1,28.1,2.1,0,21.94,22,14.72,156.69,75.1,2414.6,280.09,272.95,286.68,311.44,1229.87,1264.62,1277.04,1257.25,786.6,61, NAV1,125,111.6,111.6,129.75,128.5,4.911,       ,4.99,-58.5,0.2,-173.9,-2.7,       ,      ,       ,      ,      ,378, 3DDiff,3704,      ,38,58.5,47
2023/4/24, 07:56:50,  +08:00,  SNVOR,30.470211,105.6127396,915.1,30.18,929.1,11.8,62.77,69.3,402.92,9.25,-1.34,0.03,0.1,123.7,126.9,28.1,28.1,2,0,21.94,22.26,14.7,156.74,74.88,2413.1,280.37,273.17,287.1,311.64,1236.06,1270.51,1282.57,1263.33,792.2,63, NAV1,125,111.6,111.6,129.75,128.5,5.352,       ,4.99,-58.2,0.2,-168.1,-2.7,       ,      ,       ,      ,      ,346.5, 3DDiff,3704,      ,38,58.5,48
2023/4/24, 07:56:51,  +08:00,  SNVOR,30.4700336,105.6130524,925.1,30.18,937,11.8,66.08,70.43,522.6,9.35,-0.05,-0.04,-0.04,123.3,126.1,28.1,28.1,2,0,21.87,22.51,14.61,156.78,75.38,2426.2,280.66,273.42,287.55,311.88,1241.01,1276.11,1286.82,1268.58,800.1,67, NAV1,125,111.6,111.6,129.75,128.5,5.899,       ,4.99,-57.7,0.2,-161.6,-2.7,       ,      ,       ,      ,      ,456.7, 3DDiff,3704,      ,38,59.5,47
2023/4/24, 07:56:52,  +08:00,  SNVOR,30.4698524,105.6133728,932.1,30.18,946.7,11.8,69.12,71.11,541.35,9.2,0.79,0,0.05,125.5,125.7,28.1,28.1,1.9,0,21.92,22.68,14.75,156.82,76,2446,281.02,273.71,288.06,312.15,1246.34,1280.5,1291.22,1272.45,809.8,70, NAV1,125,111.6,111.6,129.75,128.5,6.445,       ,5,-56.9,0.2,-154.5,-2.7,       ,      ,       ,      ,      ,551.2, 3DDiff,3704,      ,38,60,47
2023/4/24, 07:56:53,  +08:00,  SNVOR,30.4696693,105.6136856,933.1,30.18,958.1,11.5,68.34,71.69,380,9.6,-1.51,0.06,-0.05,127.2,126.1,28.1,28.1,2,0,21.82,22.68,14.66,156.84,75.34,2438.7,281.52,274.16,288.69,312.6,1251.27,1285.45,1296.05,1277.01,821.3,69, NAV1,125,111.6,111.6,129.75,128.5,7.075,       ,4.98,-55.9,0.2,-147.1,-2.7,       ,      ,       ,      ,      ,641.7, 3DDiff,3704,      ,38,59.5,48
2023/4/24, 07:56:54,  +08:00,  SNVOR,30.4694786,105.614006,940.1,30.18,968.7,11.8,66.26,72.31,307.54,9.62,0.52,0.04,-0.02,126.8,126.8,28.1,28.1,1.9,0,21.77,22.89,14.62,156.87,75.58,2439.7,282.04,274.6,289.36,313.01,1256,1289.26,1300.16,1280.79,831.8,67, NAV1,125,111.6,111.6,129.75,128.5,7.721,       ,4.94,-55,0.2,-139.3,-2.7,       ,      ,       ,      ,      ,614.2, 3DDiff,3704,      ,38,59,46
2023/4/24, 07:56:55,  +08:00,  SNVOR,30.469286,105.6143265,958.1,30.18,979.1,11.8,68.55,72.89,532.22,8.56,0.05,-0.01,-0.06,125.2,127.3,28.1,28.1,1.9,0,21.64,22.97,14.92,156.87,75.16,2444.3,282.5,275.01,289.98,313.37,1259.18,1292.36,1304.09,1284.11,842.3,69, NAV1,125,111.6,111.6,129.75,128.5,8.48,       ,4.9,-54.2,0.2,-131.7,-2.7,       ,      ,       ,      ,      ,610.2, 3DDiff,3704,      ,38,59,46
2023/4/24, 07:56:56,  +08:00,  SNVOR,30.4690914,105.6146545,974.1,30.18,988,11.8,70.64,73.61,754.09,9.02,0.7,0.04,0.09,124,127.4,28.1,28.1,1.9,0,21.64,23.05,14.82,156.86,75.59,2441,282.97,275.42,290.59,313.77,1262.14,1295.46,1306.83,1287.12,851.2,71, NAV1,125,111.6,111.6,129.75,128.5,8.787,       ,4.86,-53.5,0.2,-124.4,-2.7,       ,      ,       ,      ,      ,539.4, 3DDiff,3704,      ,38,59,46
2023/4/24, 07:56:57,  +08:00,  SNVOR,30.4688931,105.6149826,985.1,30.18,997.4,11.8,71.57,74.2,778.39,9.02,-1.52,0.01,0.02,123,127.4,28.1,28.1,1.9,0,21.59,23.03,14.93,156.86,74.99,2445,283.49,275.88,291.23,314.2,1263.42,1298.35,1308.66,1288.76,860.6,72, NAV1,125,111.6,111.6,129.75,128.5,8.038,       ,4.82,-52.6,0.2,-117.6,-2.7,       ,      ,       ,      ,      ,551.2, 3DDiff,3704,      ,38,59.5,47
2023/4/24, 07:56:58,  +08:00,  SNVOR,30.4686985,105.6153183,995.1,30.18,1006.5,11.8,71.27,74.8,730.27,8.81,-1.45,-0.06,0.13,121.3,126.9,28.1,28.1,1.9,0,21.54,23.03,14.76,156.85,73.95,2452.1,284.02,276.34,291.88,314.64,1264.32,1300.17,1310.47,1290.29,869.7,72, NAV1,125,111.6,111.6,129.75,128.5,7.305,       ,4.76,-51.3,0.2,-111.4,-2.7,       ,      ,       ,      ,      ,547.2, 3DDiff,3704,      ,38,59.5,47
2023/4/24, 07:56:59,  +08:00,  SNVOR,30.4685078,105.615654,1010.1,30.18,1016.8,11.8,72.44,75.32,747.61,9.18,-0.27,-0.07,0.06,121.4,126.1,28,28,1.8,0,21.42,23.03,14.73,156.83,75.11,2445,284.56,276.83,292.55,315.1,1266.88,1301.99,1311.81,1292.63,879.9,73, NAV1,125,111.6,111.6,129.75,128.5,6.635,       ,4.71,-49.7,0.2,-106.1,-2.7,       ,      ,       ,      ,      ,618.1, 3DDiff,3704,      ,38,59.5,48
2023/4/24, 07:57:00,  +08:00,  SNVOR,30.468317,105.6159973,1018.1,30.18,1027.2,11.5,73.19,75.67,699.81,9.55,0.63,0.02,0.06,125.5,125.8,28.1,28,1.8,0,21.37,23.03,14.81,156.8,75.45,2442.7,285.1,277.33,293.22,315.56,1268.39,1303.95,1312.48,1293.34,890.4,74, NAV1,125,111.6,111.6,129.75,128.5,6.019,       ,4.65,-47.5,0.2,-101.4,-2.7,       ,      ,       ,      ,      ,681.1, 3DDiff,3704,      ,38,58.5,46
2023/4/24, 07:57:01,  +08:00,  SNVOR,30.4681225,105.616333,1017.1,30.18,1039.8,11.5,71.35,75.97,416.35,9.89,-0.45,0.03,0.02,128,126.5,28.1,28.1,1.8,0,21.29,22.99,14.82,156.77,75.01,2454.1,285.67,277.84,293.9,316.05,1270.27,1305.22,1314.23,1295.94,903,72, NAV1,125,111.6,111.6,129.75,128.5,5.459,       ,4.59,-45.1,0.2,-97.2,-2.7,       ,      ,       ,      ,      ,748, 3DDiff,3704,      ,38,59,46
2023/4/24, 07:57:02,  +08:00,  SNVOR,30.4679203,105.6166687,1028.1,30.18,1052.3,11.8,71,76.24,387.02,9.4,0.04,0.01,0.02,126.8,127.4,28.1,28.1,1.8,0,21.29,22.95,15.03,156.74,75.04,2451.7,286.25,278.38,294.6,316.54,1272.32,1306.42,1315.65,1297.25,915.5,72, NAV1,125,111.6,111.6,129.75,128.5,5.002,       ,4.53,-42.9,0.2,-93.6,-2.7,       ,      ,       ,      ,      ,755.9, 3DDiff,3704,      ,38,59,46
2023/4/24, 07:57:03,  +08:00,  SNVOR,30.4677162,105.617012,1050.1,30.18,1064.4,11.8,72.08,76.59,680.86,8.96,-0.44,-0.05,0.07,124.2,127.6,28.1,28,1.7,0,21.37,22.84,14.84,156.69,75.3,2448.4,286.85,278.94,295.3,317.05,1274.36,1307.02,1316.58,1297.54,927.6,73, NAV1,125,111.6,111.6,129.75,128.5,4.632,       ,4.48,-41.1,0.2,-90.3,-2.7,       ,      ,       ,      ,      ,740.2, 3DDiff,3704,      ,38,59,47
2023/4/24, 07:57:04,  +08:00,  SNVOR,30.467514,105.6173477,1069.1,30.18,1077.3,11.5,73.95,77,927.26,8.95,0.41,-0.03,0.01,124.8,127.2,28.1,28.1,1.8,0,21.34,22.87,14.81,156.63,74.94,2441.6,287.45,279.5,296.01,317.56,1275.49,1308.14,1317.05,1298.53,940.4,75, NAV1,125,111.6,111.6,129.75,128.5,4.261,       ,4.44,-39.4,0.3,-87.5,-2.7,       ,      ,       ,      ,      ,763.8, 3DDiff,3704,      ,38,59,47
2023/4/24, 07:57:05,  +08:00,  SNVOR,30.4673119,105.617691,1077.1,30.18,1090.9,11.5,73.51,77.29,870.54,9.2,0.7,0.04,0.02,126.7,127,28.1,28.1,1.8,0,21.34,22.87,14.72,156.57,75.24,2451.4,288.08,280.09,296.73,318.11,1277.75,1309.38,1317.77,1300.26,954,74, NAV1,125,111.6,111.6,129.75,128.5,3.945,       ,4.41,-37.7,0.3,-85,-2.7,       ,      ,       ,      ,      ,799.2, 3DDiff,3704,      ,38,59,48
2023/4/24, 07:57:06,  +08:00,  SNVOR,30.467104,105.6180267,1088.1,30.18,1104.8,11.5,73.91,77.62,739.79,9.25,1.41,-0.02,0.05,125.5,127.5,28.1,28.1,1.8,0,21.49,22.87,14.8,156.51,74.81,2453.7,288.82,280.79,297.57,318.78,1280.33,1311.46,1320.3,1302.6,968,75, NAV1,125,111.6,111.6,129.75,128.5,3.694,       ,4.38,-35.9,0.3,-82.8,-2.7,       ,      ,       ,      ,      ,779.5, 3DDiff,3704,      ,38,58.5,46
2023/4/24, 07:57:07,  +08:00,  SNVOR,30.4668961,105.6183701,1106.1,30.18,1118.2,11.5,74.66,77.87,824.8,9.03,-0.13,0,0.01,125.3,127.6,28.1,28.1,1.7,0,21.52,22.82,14.94,156.44,74.63,2455.4,289.56,281.51,298.4,319.43,1281.24,1312.92,1322.12,1303.5,981.4,75, NAV1,125,111.6,111.6,129.75,128.5,3.455,       ,4.34,-34.3,0.3,-80.9,-2.7,       ,      ,       ,      ,      ,795.3, 3DDiff,3704,      ,38,58.5,46
2023/4/24, 07:57:08,  +08:00,  SNVOR,30.4666882,105.6187134,1119.1,30.18,1131.7,11.5,75.19,78.1,837.57,9.1,-0.27,-0.01,-0.04,124.7,127.6,28.1,28.1,1.8,0,21.52,22.82,14.81,156.36,74.73,2463.2,290.23,282.15,299.15,320.01,1281.64,1314.2,1322.82,1304.13,994.8,76, NAV1,125,111.6,111.6,129.75,128.5,3.231,       ,4.31,-32.7,0.3,-79.1,-2.7,       ,      ,       ,      ,      ,799.2, 3DDiff,3704,      ,38,58.5,46
2023/4/24, 07:57:09,  +08:00,  SNVOR,30.4664783,105.6190643,1134.1,30.18,1144.6,11.5,76.58,78.24,841.84,9.29,-0.59,-0.06,0,123.3,127.4,28.1,28.1,1.8,0,21.52,22.84,14.88,156.29,75.19,2456.5,290.9,282.8,299.9,320.6,1281.68,1314.86,1324.4,1305.05,1007.8,77, NAV1,125,111.6,111.6,129.75,128.5,3.017,       ,4.28,-31,0.4,-77.6,-2.7,       ,      ,       ,      ,      ,771.7, 3DDiff,3704,      ,38,58.5,47
2023/4/24, 07:57:10,  +08:00,  SNVOR,30.4662743,105.6194077,1150.1,30.18,1158.3,11.5,76.6,78.18,906.33,8.83,-1.19,-0.06,0.04,124,127,28.1,28.1,1.7,0,21.59,22.76,14.7,156.21,75.04,2457.4,291.56,283.44,300.65,321.19,1281.66,1315.3,1325.58,1305.72,1021.4,77, NAV1,125,111.6,111.6,129.75,128.5,2.824,       ,4.26,-29.2,0.4,-76.2,-2.7,       ,      ,       ,      ,      ,811, 3DDiff,3704,      ,38,59,47
2023/4/24, 07:57:11,  +08:00,  SNVOR,30.4660721,105.6197586,1162.1,30.18,1173.1,11.5,76.45,78.38,845.39,9.29,-0.38,0,0.09,124.6,126.8,28,28,1.7,0,21.82,22.47,14.76,156.13,75,2452.5,292.22,284.1,301.38,321.79,1283.71,1316.01,1326.25,1305.27,1036.3,77, NAV1,125,111.6,111.6,129.75,128.5,2.644,       ,4.23,-27.2,0.4,-75,-2.7,       ,      ,       ,      ,      ,874, 3DDiff,3704,      ,38,58.5,47
2023/4/24, 07:57:12,  +08:00,  SNVOR,30.4658756,105.6201096,1175.1,30.18,1188.4,11.5,76.35,78.41,818.85,9.99,0.16,0.03,-0.05,124.7,126.5,28.1,28.1,1.7,0,21.92,22.47,14.86,156.05,74.59,2460.4,292.9,284.75,302.11,322.37,1285.13,1316.88,1327.02,1306.35,1051.6,77, NAV1,125,111.6,111.6,129.75,128.5,2.494,       ,4.21,-25,0.4,-73.9,-2.7,       ,      ,       ,      ,      ,976.4, 3DDiff,3704,      ,38,58,46
2023/4/24, 07:57:13,  +08:00,  SNVOR,30.4656734,105.6204529,1191.1,30.18,1205,11.5,76.23,78.26,815.7,10.02,0.48,0,-0.1,123.1,126.6,28.1,28.1,1.7,0,21.92,22.26,14.62,155.98,73.98,2456.7,293.56,285.41,302.86,322.98,1285.71,1316.94,1327.25,1306.99,1068.2,77, NAV1,125,111.6,111.6,129.75,128.5,2.356,       ,4.18,-22.8,0.4,-73,-2.7,       ,      ,       ,      ,      ,996.1, 3DDiff,3704,      ,38,58,46
2023/4/24, 07:57:14,  +08:00,  SNVOR,30.4654675,105.6208038,1210.1,30.18,1219.4,11.5,76.58,78.03,938.08,10.28,0.37,-0.04,0.01,122.2,126.6,28.1,28.1,1.7,0,21.92,22.07,14.78,155.9,74.04,2459.9,294.25,286.08,303.58,323.57,1286.9,1317.8,1328.4,1308.43,1082.5,77, NAV1,125,111.6,111.6,129.75,128.5,2.231,       ,4.15,-20.6,0.5,-72.1,-2.7,       ,      ,       ,      ,      ,889.8, 3DDiff,3704,      ,38,58.5,46
